transaction_id,amount,type,date_time,status,paid_amount,platform,invoice_id
TXN088,22411,Pago de Factura,2024-06-14 11:00:00,Completada,22411,Nequi
TXN089,11359,Pago de Factura,2024-06-27 05:00:00,Pendiente,11359,Daviplata
TXN090,79808,Pago de Factura,2024-06-08 10:00:00,Pendiente,0,Nequi
TXN091,42648,Pago de Factura,2024-07-05 21:00:00,Pendiente,42648,Nequi
TXN092,101468,Pago de Factura,2024-06-03 05:00:00,Pendiente,0,Daviplata
TXN093,115488,Pago de Factura,2024-06-21 17:00:00,Pendiente,0,Daviplata
TXN094,61920,Pago de Factura,2024-07-26 00:00:00,Completada,0,Daviplata
TXN095,141510,Pago de Factura,2024-07-23 20:00:00,Fallida,141510,Nequi
TXN096,39792,Pago de Factura,2024-07-08 19:00:00,Pendiente,39792,Daviplata
TXN097,87689,Pago de Factura,2024-07-09 05:00:00,Completada,0,Daviplata
TXN098,178739,Pago de Factura,2024-07-06 00:00:00,Fallida,0,Nequi
TXN099,105611,Pago de Factura,2024-07-27 10:00:00,Fallida,0,Daviplata
TXN100,141787,Pago de Factura,2024-07-11 07:00:00,Fallida,141787,Daviplata
